Emotion,Text
sadness,유감입니다. 그녀에게 무슨 문제가 있나 ? 
neutral,나는 당신의 의미에 동의합니다. 하지만 우리는 그 어느 때보 다 더 비참하지 않습니까? 
joy,"나는 전 남자 친구와 함께 집 거실에 있었는데, 우리가 헤어진 지 거의 1 년이 흘렀고, 대화 중에 그는 우리의 구애를 기억하기 시작했고 나에게 긴 키스를 해주었다. "
fear,뭐 ? 화재 ? 세상에 ! 내가 무엇을하여야한다 ? 제발 여기서 꺼내주세요! 
joy,오 어서 ! 실패는 성공의 어머니입니다. 낙심하지 마십시오. 나는 당신이 성공할 것이라고 확신합니다. 
anger,"계란 ! 지난주에 말씀 드렸습니다! 냄새 나는 발가락이 놀고 있고, Eric은 내가 그와 함께 갈 것인지 물었다! "
anger,내 동생이 내 독서 안경을 깨 뜨렸을 때. 
neutral,저거 하얀 큰 건물인가요? 
anger,그는 그를 울려서 나에게 분노했다. 
neutral,나에게 자신에 대해 말해 
anger,엘리트들은 불쾌했지만 일반 사람들은 그것을 좋아했습니다. 
anger,Tabitha Campbell-Black은 앞면에 폴로 조랑말 그림이있는 티셔츠보다는 Bailey의 Performance Mix 말 사료 가방을 받았기 때문에 활기가 넘쳤습니다. 
sadness,내가 사랑하는 여자는 나를 사랑하지 않는다. 
fear,그녀는 멈춰서하려는 말에 겁에 질렸다. 
sadness,실종 된 내 개를 찾을 수 없을 때. 
neutral,여기서 거의 한 달 동안 일 하셨는데 그 일에 대해 어떻게 생각하십니까? 
anger,"그들이 내가 싫어하는 것을 먹도록 강요한다면. 예를 들어, 부모님은 내가 모든 음식을 먹지 않을 때 항상 뒤흔들고 우는 소리를냅니다. "
neutral,알겠습니다. 
sadness,내 앞에서 차를 운전하던 친구가 교통 사고로 사망했습니다. 
joy,보드 민이 이렇게 많은 얼굴과 행복한 얼굴을 한 번에 본 적이 없었습니다! 
neutral,"히 , 겐지 . "
fear,눈을 다친 사고를당했습니다. 심하게 다칠 까봐 두려웠습니다. 
anger,내 가장 친한 친구 중 한 명이 문제를 일찍 포기했다고 비난했습니다. 그녀 쪽에서 우연한 말일 뿐이었지만 화가 나고 상처 받았다. 
anger,나는 친구에게 돈을 내 아버지에게 맡겼지만 그는 그 돈을 오용했다. 
anger,닥쳐 ! 이제 당신은 내 차에 있습니다. 당신은 내 말을 들어야합니다. 아니면 내릴 수 있습니다. 내가 서두르다고 말 했잖아. 나는 도로에서 시간을 낭비하고 싶지 않다. 
joy,내가 학교에있을 때 아무도 MCE를 통과 할 수 있다고 생각하지 않았기 때문에 연말에 내가 통과 한 라디오에 내 이름이 발표되었습니다. 나는 가장 행복한 사람이었습니다. 
neutral,"확실히 우리 엄마야. 그리고, 그녀의 어머니는 확실히 더 큰 가족의 모계. "
anger,뭔가 도난당했습니다. 
neutral,"안녕하세요, 자신에 대해 말씀해 주시겠습니까? "
neutral,그리고? 
anger,여기를 건너고 싶다면 내 손님이 되십시오. 나는 자동차와 스쿠터를 피하고 싶지 않다! 
sadness,그것을 언급하지 마십시오. 논문 마감일이 다가오고 있지만 논문이 거의 끝나지 않았습니다. 
joy,내 아주 좋은 친구가 3 개월 동안 자리를 비 웠습니다. 다시 만났을 때 우리는 서로에게 달려가 포옹했습니다. 
anger,Lancashire 회원들은 Gooch와 다른 잉글랜드 선택자들이 Essex 페이스 맨 Neil Foster와 Mark Ilott를 선호하면서 Red Rose가 가장 좋아하는 Phil DeFreitas를 도끼했다는 소식을 듣고 분노했습니다. 
joy,내가 대학에 합격했다는 것을 알았을 때. 
anger,쉬운가요? 하! ! 그들이 당신을 속이는 것은 쉬웠습니다! ! 
anger,나는 형제 자매들이 내가 싫어하는 일을 할 때 화가 난다. 그들은 이것을 알고 여전히 나를 놀리기 위해 그것을합니다. 
joy,공장과 직장에서 고등 농업 원 정규 학생으로 입학했다는 메시지를 받았을 때 강한 기쁨을 느꼈습니다. 
fear,유나이티드에 대한 충성을 맹세하는 사람은 누구든 일어난 일과 현재 진행중인 일에 대해 똑같은 당황감을 공유해야합니다. 
joy,8 시경에 데리러 갈 게요. 
fear,큰 심리적 장애가있는 것으로 알려진 남자와 함께 공중 화장실 블록에서 혼자있는 모습. 
neutral,왜 안돼? 
sadness,그것은! 하지만 최악의 것은 내가 가장 좋은 셔츠를 찢었다는 것이었다. 
joy,제 부분에서는 기분이 좋고 눈물에 가깝게 느껴집니다. 
neutral,야 오늘 어때? 
neutral,날 잡았어. 
neutral,왜 안돼? 
sadness,내가 가장 사랑하는 사람을 잃을 수 있다는 느낌이 들었을 때 어리 석음 때문에. 
neutral,그와 대화를 나눌 때입니다. 그것은 안개를 제거하는 데 도움이 될 수 있습니다. 
joy,약 2 주 전에 저는 올해 U.G.C 시험에서 성공했다고 선언했습니다 (봄베이에서는 4 명만 성공했습니다). 내 기쁨은 끝이 없었습니다. 
anger,피터! 그들을 포장하십시오. 그들을 읽지 마십시오. 
joy,확인 가자 . 
sadness,불행히도 . 그는 대학에 다닐 때 DUI로 기소되었습니다. 
joy,"오, 정말 고마워요. "
fear,"나는 새로운 발견을 할 때마다, 새로운 놀라움과 즐거움을 발견 할 때마다 사방에서 그것을 올랐고, 내가 공포에 휩싸인 비밀 장소를 고백하게하겠습니다. "
joy,아주 잘 . 내가 떠나면 나는 당신을 그리워 할 것입니다. 
neutral,그리고 ? 
joy,나는 행복하다 
neutral,계속하세요. 
fear,이상한 곳에서 길을 잃는다. 
anger,내가 운전하는 법을 배우고있을 때 야유를 당했다. 
neutral,이 하나 ? 
fear,"혼자 집에있을 때, 나와 가까운 사람들에게 위험한 초자연적 인 힘을 느꼈습니다. "
sadness,나는 내 말을 듣고 아주 슬펐다. 친구 농수산 식품부 장관은 그가 몇 달 동안 협상에 참여할 준비가되어 있다고 말했다. 
fear,아버지가 현기증으로 고통 받았을 때. 의사는 무엇이 잘못되었는지 몰랐기 때문에 그는 입원해야했습니다. 변이 검은 색이라 암일 수 있다고 생각했습니다. 
neutral,"글쎄, 좀 피곤해. "
joy,내 남자 친구와 내가 화해했을 때. 
joy,불가리아는 프랑스와의 축구 경기에서 승리했습니다. 
neutral,폭력으로 가득 찬 온라인 게임을하지 않겠습니까? 
sadness,나는 내 여자 친구가 나에 대해 말하고 있다고 들었다. 그것은 진정한 실망입니다. 
sadness,"16 년 반쯤 된 내 강아지 인 ""Lord Grey""는 잠에서 잤습니다. 그의 죽음으로 인해 생각보다 더 많은 슬픔이 생겼습니다. "" "
sadness,회의가 끝난 후 우리는 언제 다음 토론을 할 것인지에 대해 이야기하기 시작했습니다. (나는 다음 주에 많은 테스트를했고 그 사이에 회의를 가질 수 없었습니다. 저는 그들이 항상 해왔 던 것처럼 이것을 이해할 것이라고 생각했습니다). 그들은 내 문제를 이해하지 못했고 다른 많은 활동을하지 말아야한다고 생각했습니다. 그들의 반응으로 나는 눈물을 흘렸다. 
neutral,나는 희망한다 . 
anger,내가 구애하는 사람이 이미 오랫동안 내 곁에 있지 않다는 것을 깨달았을 때. 그는 나를 속였고 나는 그를 속였습니다. 
fear,나는 혼자 였고 누군가 우리 뒷문에서 침입하려고했습니다. 
neutral,"안녕, 찰스. 무슨 일이야? "
anger,내가 체포되는 이유는 무엇입니까? 
neutral,뭐 ? 
neutral,나무 아래의 아름다움? 
joy,나는 기분이 좋다 
neutral,들러 주셔서 감사합니다! 
joy,당신은 완벽한 맛이 있습니다! 
neutral,쥐 냄새가 나지 않습니다. 나는 그가 괜찮은 사람이라고 말했다. 
neutral,싱크? 
sadness,"아, 맞다. 내일 그 계정에 대한 요약을 전달해야합니다. 그것에 대해 여러분과 공유해야 할 몇 가지가 있다는 것을 알고 있습니다. 하지만, 이런, 모르겠어요 ... 오늘은 정말 바쁘고, 내가 꽉 짜낼 수있는 유일한 시간은 점심 시간이 될 수도 있습니다 ... "
fear,"Charles는 그의 형제가 침략을 이끄는 하나님의 사람으로서 실격되었고, 금욕주의 자로서 합법적 상속인을 가지지 못 하였다는 사실을 깨달았습니다. "
neutral,좋은가요? 
anger,친구가 특정 시간에 저에게 전화하겠다고 약속했습니다. 나는 그의 부름을 참을성없이 기대했지만 헛된 것이었다. 
fear,어둠 속을 걷다 보니 이상한 것이 보였습니다. 
neutral,"네, 그것은 신제품과 함께 제공되는 일종의 완벽한 플라스틱 랩이었습니다.보세요, 심지어 바코드 가격 스티커가 붙어 있습니다! 그것은 아주 새로운 것 같았습니다. "
sadness,이것 외에는 할 일이없는 것 같습니다. 
anger,내 여자 친구는 나를 이해하지 못했습니다. 헤어 졌을 때 문제가 있었기 때문에 나 자신에게 화를 냈습니다. 
joy,시험 결과를 듣고 2 년차 공부에 성공했음을 증명하는 순간. 
fear,"내가 사랑하는 사람이나 내가 심각한 질병, 심지어는 죽음에 접할 수 있다고 상상할 때마다. "
neutral,작년에 그는 나를 곤경에서 도왔습니다. 
joy,"내가 몹시 원했던 소녀가 ""예""라고 말하고 사랑에 빠졌다. "" "
joy,"뱅 큐에, 그녀는 그녀의 마지막 공연을 방해했던 공포를 느끼지 않고, 그녀의 얼굴에 환한 미소를 가져다주는 아이들의 흥분된 환호를 느끼고 무대로 걸어 나갔다. "
sadness,제가 정말 좋아하고 아끼는 소녀를 찾고있을 때 그녀도 같은 느낌을 받았다고 생각했습니다. 그러나 그녀는 아이디어가 마음에 들지 않았고 친구로 남아 있기를 원했습니다. 
fear,바오밥 나무 근처에서 자고있는 동안 무의식적으로 비단뱀 (뱀)을 밟았을 때였습니다. 
joy,`Lee와 Ian은 1 학년 경력을 쌓는 데 필요한 능력을 보여 주었고 우리와 함께하기로 동의하게되어 기쁩니다. 
fear,치과에 가기 전에. 
anger,예 . 그리고 그들은 당신에게 그다지주지 않습니다. 아직 배가 고파요. 
sadness,여자 친구가 갑작스럽고 예상치 못한 방식으로 우리 관계를 끝냈습니다. 
joy,우리 국민의 놀라운 발전은 광야를 남녀 모두 만족스러운 성격이라면 편안하고 우아하고 행복하게 살 수있는 집으로 변모시킨 것은 사실입니다. 
fear,외출 할 때 나는 두 명의 펑크 소녀에게 정기적으로 위협을받습니다. 
anger,물 한 잔을 마신 후 바퀴벌레가 유리 잔 밖으로 걸어 나가는 것을 발견했습니다. 
neutral,Jack은 Linda가 그를 좋아하는지 아닌지 궁금해합니다. 
neutral,예 . 
fear,사람들은 내가 변했다고 생각합니다. 단지 내 매력이 커졌기 때문입니다. @ 드레이크 & gt; & gt; & gt; & gt; 
sadness,1984 년 5 월 18 일에 제 남자 친구가 미국에갔습니다. 12 월에 그가 돌아가 셨다고 들었습니다. 그는 식도암에 걸렸습니다. 
joy,초대 해줘서 고마워 . 나는 할 것이다 ! 
fear,당신의 문제에서 도망 치지 마십시오. 얼굴을 맞대고 대면하여 그들이 붙잡아서 절대로 튀어 나오지 않게하십시오. RIP Jane Kane 
anger,내가 분명히 부당한 대우를 받았으며 이것을 설명 할 가능성이 없었을 때. 
joy,그렇지 않을 수도 있습니다. 모두 똑같이 감사합니다. 
fear,나는 너무 아파서 친척들이 내가 홀 렸다고 생각했습니다. 나는 죽어가는 것 같았다. 
joy,"`그는 당신을 만나서 너무 기뻐하지 않았어요 ""라고 Betty가 말했다. "
joy,시간이있을 때 와서 방문하십시오. 
anger,그는 분노의 물결이 그 안에서 일어나는 것을 느꼈다. 
anger,내 아들은 정말 그것을 나에게서 빼앗 았습니다. 그는 결코 장난을 피하지 않습니다. 
neutral,감사합니다 . 
joy,완벽합니다. 정말 그 자리에 맞았습니다. 
anger,그것은 절대적으로 부정확합니다! 나는 월요일 밤에 마을에 나갔다. 
fear,내가 황량한 지역에서 세 남자에게 뛰어 들었을 때. 
neutral,최악. 
joy,"그래, 나는 영화에서 톰 행크스의 연기에 매우 감명 받았다. "
fear,총격이 시작되었고 우리는 모두 날아 오는 총알로부터 자신을 보호하기 위해 누워있었습니다. 이 사건은 로디지아 전쟁에서 잠비아 군대가 순찰하는 동안 페이라로가는 도중에 발생했습니다. 
sadness,아르바이트를 그만두었을 때. 
joy,친구들과 이야기 할 때. 
anger,당신은 당신의 행동에 대해 수치 스러워야합니다. 
sadness,"제 아들이 5 살 때 뇌성 마비 진단을 받았을 때, 그의 경우는 비교적 경미했지만 너무 많은 라벨링, 낙인, 차별을 견뎌야했습니다. "
fear,나는 울창한 숲을 걷고 있었는데 약 4 미터 거리에 큰 뱀이 있었다. 
sadness,"`글쎄, 당신은 매우 슬퍼요, 테스. 당신은 그럴 이유가 없습니다. "
neutral,"아, 그래? "
anger,Michael Stein은 자신의 청구서에 대해 논쟁하는 분노한 고객을 진정시키기 위해 실패했습니다. 
sadness,분명히 누군가 Ann Heron을 죽인 사람을 알고 있고 그 사람은 그녀의 상심 한 가족의 고통을 덜어 줄 수 있습니다. 
joy,제가 Chilumba Secondary School에서 Form I을 시작하도록 선정되었을 때 100 명의 학생 중 저는 성공한 4 명 중 하나였습니다. 가족 역사는 내가 여러 번 반복해서 돌아가신 모든 형제들보다 더 잘했음을 보여주었습니다. 
neutral,"그는 돌아 오는 것을 귀찮게하지 말라고 말했다. 그리고 나는 ""좋아요. "
neutral,그것은 뜨겁다 . 
sadness,도와주세요 ? 내가 장학금이 필요하다는 거 알 잖아. 
neutral,괜찮아 . 
joy,"놀랍게도 \ ""매우 좋은 \""고등학교 졸업 점수를 받았다는 사실을 알게되었습니다. "" "
